"player","song","artist","album","song_clean","artist_clean","genre","artist_name","track_name","track_id","popularity","acousticness","danceability","duration_ms","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","time_signature","valence","raw_name","player_id","year","pa","hit","single","double","triple","home_run","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent","last","first","name","single_rate","double_rate","triple_rate","homerun_rate","tempo_bin","valence_bin"
"Trey Sweeney","Dios Te Bendiga","Arcángel","Sentimiento, Elegancia y Maldad","dios te bendiga","arcángel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sweeney, Trey",700242,2025,326,58,44,6,2,6,0.196,0.291,0.258,0.549,28.8,6.7,35.1,98.832125049,93.46450932,28,51,"Sweeney","Trey","Trey Sweeney",0.134969325153374,0.0184049079754601,0.00613496932515337,0.0184049079754601,"Fast (120+ BPM)","Happy"
"Spencer Torkelson","Paranoid","Black Sabbath","The Ultimate Collection","paranoid","black sabbath",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Torkelson, Spencer",679529,2025,649,135,76,27,1,31,0.24,0.456,0.333,0.789,39.3,13.5,45.1,100.7921562,94.776285589,26.9,44.6,"Torkelson","Spencer","Spencer Torkelson",0.117103235747304,0.0416024653312789,0.00154083204930663,0.0477657935285054,"Fast (120+ BPM)","Happy"
"Gleyber Torres","Dale","Wisin & Yandel","Pa'l Mundo","dale","wisin & yandel","Reggaeton","Wisin & Yandel","Dale","20t4nhsYul1CRDuu5UO57z",32,0.359,0.689,190827,0.82,0,"D",0.298,-5.287,"Minor",0.216,92.055,"4/4",0.716,"Torres, Gleyber",650402,2025,628,136,98,22,0,16,0.256,0.387,0.358,0.745,38.6,8.2,39,99.951681689,94.284674897,19.5,40.8,"Torres","Gleyber","Gleyber Torres",0.156050955414013,0.035031847133758,0,0.0254777070063694,"Medium (90–119 BPM)","Happy"
"Matt Vierling","Holy Grail","JAY-Z","Magna Carta... Holy Grail","holy grail","jay-z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vierling, Matt",663837,2025,100,21,17,3,0,1,0.239,0.307,0.31,0.617,27.3,12.1,45.5,100.691921212,95.080868939,18.5,44.7,"Vierling","Matt","Matt Vierling",0.17,0.03,0,0.01,"Fast (120+ BPM)","Happy"
"Addison Barger","B.Y.O.B.","System Of A Down","Mezmerize","b.y.o.b.","system of a down","Alternative","System Of A Down","B.Y.O.B.","0EYOdF5FCkgOJJla8DI2Md",71,0.00662,0.556,255467,0.981,0,"C#",0.218,-2.688,"Minor",0.128,101.423,"4/4",0.716,"Barger, Addison",680718,2025,502,112,58,32,1,21,0.243,0.454,0.301,0.755,35.5,11.4,51,103.716706784,96.416377947,26.1,49.2,"Barger","Addison","Addison Barger",0.115537848605578,0.0637450199203187,0.00199203187250996,0.0418326693227092,"Medium (90–119 BPM)","Happy"
"Jonatan Clase","El Mismo","Rochy RD, Poeta Callejero","El Mismo","el mismo","rochy rd, poeta callejero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clase, Jonatan",682729,2025,112,21,16,3,0,2,0.21,0.3,0.288,0.588,21.9,6.8,35.6,98.503751471,93.279422647,27.1,47.2,"Clase","Jonatan","Jonatan Clase",0.142857142857143,0.0267857142857143,0,0.0178571428571429,"Fast (120+ BPM)","Happy"
"Ernie Clement","Shout","Various Artists","Pure... '50s","shout","various artists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clement, Ernie",676391,2025,588,151,105,35,2,9,0.277,0.398,0.313,0.711,37.1,2.4,26,95.998970369,92.037389446,14.5,53.8,"Clement","Ernie","Ernie Clement",0.178571428571429,0.0595238095238095,0.00340136054421769,0.0153061224489796,"Fast (120+ BPM)","Happy"
"Andrés Giménez","Cuando Te Miro","Jesús & Yorky","Cuando Te Miro","cuando te miro","jesús & yorky",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Giménez, Andrés",665926,2025,369,69,50,11,1,7,0.21,0.313,0.285,0.598,32.6,3,27.7,96.602269237,92.349003755,23.8,51.9,"Giménez","Andrés","Andrés Giménez",0.13550135501355,0.029810298102981,0.002710027100271,0.018970189701897,"Fast (120+ BPM)","Happy"
"Vladimir Guerrero Jr.","Traigo Fuego","La Banda Gorda","Puro Mambo","traigo fuego","la banda gorda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Guerrero Jr., Vladimir",665489,2025,680,172,115,34,0,23,0.292,0.467,0.381,0.848,33.7,12.2,50.7,104.847490968,96.922139153,21.5,42.2,"Guerrero Jr.","Vladimir","Vladimir Guerrero Jr.",0.169117647058824,0.05,0,0.0338235294117647,"Fast (120+ BPM)","Happy"
"Tyler Heineman","Drip Too Hard","Various Artists","WORK HARD : Sport, Workout & Motivation","drip too hard","various artists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heineman, Tyler",623168,2025,174,43,31,8,1,3,0.289,0.416,0.361,0.777,31.2,3.2,22.4,95.366876724,91.715468261,19.3,53,"Heineman","Tyler","Tyler Heineman",0.17816091954023,0.0459770114942529,0.00574712643678161,0.0172413793103448,"Fast (120+ BPM)","Happy"
"Leo Jiménez","Edge of Seventeen","Stevie Nicks","Crystal Visions...The Very Best of Stevie Nicks","edge of seventeen","stevie nicks","Rock","Stevie Nicks","Edge of Seventeen","2id8E4WvczfKHB4LHI7Np3",68,0.277,0.59,329680,0.828,5.57e-06,"C",0.0868,-6.28,"Major",0.0439,111.353,"4/4",0.636,"Jiménez, Leo",677870,2025,32,2,1,0,0,1,0.069,0.172,0.129,0.301,22.7,9.1,50,101.288531818,95.453145714,21.3,42.7,"Jiménez","Leo","Leo Jiménez",0.03125,0,0,0.03125,"Medium (90–119 BPM)","Neutral"
"Alejandro Kirk","Alive (nightmare) - Album Version (Edited)","Kid Cudi","Man On The Moon: The End Of Day (Deluxe)","alive (nightmare) - album version (edited)","kid cudi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kirk, Alejandro",672386,2025,506,127,94,18,0,15,0.282,0.421,0.348,0.769,34.4,10.1,50.8,102.169605025,95.726454811,18.5,47.2,"Kirk","Alejandro","Alejandro Kirk",0.185770750988142,0.0355731225296443,0,0.0296442687747036,"Fast (120+ BPM)","Happy"
"Nathan Lukes","La Diabla","Xavi","La Diabla","la diabla","xavi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lukes, Nathan",664770,2025,438,99,66,19,2,12,0.255,0.407,0.323,0.73,30.8,4.7,36.8,98.257499018,93.258371015,14,48.9,"Lukes","Nathan","Nathan Lukes",0.150684931506849,0.04337899543379,0.0045662100456621,0.0273972602739726,"Fast (120+ BPM)","Happy"
"Anthony Santander","Return of the Mack","Mark Morrison","Return of the Mack","return of the mack","mark morrison","Soul","Mark Morrison","Return Of The Mack","3jDdpx9PMlfMBS5tOBHFm9",72,0.00631,0.715,213093,0.833,0,"D",0.164,-5.379,"Major",0.108,95.487,"4/4",0.612,"Santander, Anthony",623993,2025,221,34,23,5,0,6,0.175,0.294,0.271,0.565,27.6,4.5,41,100.252058507,94.331401567,24.5,48.5,"Santander","Anthony","Anthony Santander",0.104072398190045,0.0226244343891403,0,0.0271493212669683,"Medium (90–119 BPM)","Neutral"
"Davis Schneider","Ain't No Grave","Johnny Cash","American VI: Ain't No Grave","ain't no grave","johnny cash","Country","Johnny Cash","Ain't No Grave","1xADYlM5rjnbJvAW2tc0qF",62,0.907,0.544,173267,0.368,0.00062,"A",0.0904,-10.547,"Minor",0.0521,79.518,"4/4",0.408,"Schneider, Davis",676914,2025,227,44,28,5,0,11,0.234,0.436,0.361,0.797,27.9,14,41.1,100.329632154,94.696231395,28.5,42.7,"Schneider","Davis","Davis Schneider",0.123348017621145,0.0220264317180617,0,0.0484581497797357,"Slow (<90 BPM)","Neutral"
"George Springer","Me Gusta - En Vivo","Porfi Baloa","20 Años (La Historia) [En Vivo]","me gusta - en vivo","porfi baloa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Springer, George",543807,2025,586,154,94,27,1,32,0.309,0.56,0.399,0.959,41.2,16.1,47.6,102.436288051,95.608566256,26.1,46.2,"Springer","George","George Springer",0.160409556313993,0.0460750853242321,0.00170648464163823,0.0546075085324232,"Fast (120+ BPM)","Happy"
"Myles Straw","Pink Pony Club","Chappell Roan","The Rise and Fall of a Midwest Princess","pink pony club","chappell roan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Straw, Myles",664702,2025,299,70,51,14,1,4,0.262,0.367,0.313,0.68,36.2,3.9,27.1,96.079168692,92.074034626,17.3,47,"Straw","Myles","Myles Straw",0.17056856187291,0.0468227424749164,0.00334448160535117,0.0133779264214047,"Fast (120+ BPM)","Happy"
"Daulton Varsho","BUTTERFLY EFFECT","Travis Scott","ASTROWORLD","butterfly effect","travis scott","Rap","Travis Scott","BUTTERFLY EFFECT","2cYqizR4lgvp4Qu6IQ3qGN",84,0.0531,0.763,190557,0.628,0,"B",0.114,-5.85,"Major",0.05,140.958,"4/4",0.193,"Varsho, Daulton",662139,2025,271,59,24,13,2,20,0.238,0.548,0.284,0.832,36.9,15.9,40.3,101.929371512,95.29886564,29.8,54.8,"Varsho","Daulton","Daulton Varsho",0.0885608856088561,0.0479704797047971,0.00738007380073801,0.0738007380073801,"Fast (120+ BPM)","Sad"
"Evan Carter","Fantastic Voyage (Re-Recorded)","Coolio","Fantastic Voyage (Re-Recorded)","fantastic voyage (re-recorded)","coolio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carter, Evan",694497,2025,220,48,32,9,2,5,0.247,0.392,0.336,0.728,34,5.9,34.6,98.081147895,93.040980197,25.5,44.3,"Carter","Evan","Evan Carter",0.145454545454545,0.0409090909090909,0.00909090909090909,0.0227272727272727,"Fast (120+ BPM)","Happy"
"Ezequiel Duran","Con Calma","Daddy Yankee","Con Calma","con calma","daddy yankee","Hip-Hop","Daddy Yankee","Con Calma","5w9c2J52mkdntKOmRLeM2m",98,0.11,0.737,193227,0.86,1.94e-06,"G#",0.0574,-2.652,"Minor",0.0593,93.989,"4/4",0.656,"Duran, Ezequiel",677649,2025,219,46,32,14,0,0,0.224,0.293,0.266,0.559,30.3,2.6,30.9,97.791035753,92.897366027,24.4,54.3,"Duran","Ezequiel","Ezequiel Duran",0.146118721461187,0.0639269406392694,0,0,"Medium (90–119 BPM)","Neutral"
"Sam Haggerty","Come Together","Gary Clark Jr., Junkie XL","Come Together","come together","gary clark jr., junkie xl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Haggerty, Sam",664059,2025,182,41,29,7,3,2,0.253,0.37,0.328,0.698,34.9,2.4,42.1,99.873902459,94.182853197,26.3,50.2,"Haggerty","Sam","Sam Haggerty",0.159340659340659,0.0384615384615385,0.0164835164835165,0.010989010989011,"Fast (120+ BPM)","Happy"
"Kyle Higashioka","Mambo Italiano","Dean Martin","Dino: The Essential Dean Martin","mambo italiano","dean martin","Jazz","Dean Martin","Mambo Italiano","5G4JTc4HlIsg7CyiDwoPV2",48,0.818,0.688,139680,0.403,0,"C#",0.118,-9.63,"Minor",0.226,152.903,"4/4",0.689,"Higashioka, Kyle",543309,2025,327,73,47,14,1,11,0.241,0.403,0.291,0.694,39.1,8.6,39.1,99.057726983,93.733033983,21.9,45,"Higashioka","Kyle","Kyle Higashioka",0.143730886850153,0.0428134556574924,0.00305810397553517,0.0336391437308868,"Fast (120+ BPM)","Happy"
"Josh Jung","Lay It Down","Ratt","The Essentials: Ratt","lay it down","ratt","Rock","Ratt","Lay It Down","3D5ORNm9spaTcdRx50ksHx",58,0.000402,0.442,205560,0.759,0.0081,"A#",0.174,-13.475,"Major",0.0354,198.117,"4/4",0.279,"Jung, Josh",673962,2025,511,121,83,23,1,14,0.251,0.39,0.294,0.684,39.4,8.2,46.7,100.8140564,94.816045657,25.4,51.1,"Jung","Josh","Josh Jung",0.162426614481409,0.0450097847358121,0.00195694716242661,0.0273972602739726,"Fast (120+ BPM)","Sad"
"Wyatt Langford","Can't Stop","Red Hot Chili Peppers","By the Way (Deluxe Edition)","can't stop","red hot chili peppers","Alternative","Red Hot Chili Peppers","Can't Stop","3ZOEytgrvLwQaqXreDs2Jx",77,0.0179,0.618,269000,0.938,0,"A",0.167,-3.442,"Major",0.0456,91.455,"4/4",0.875,"Langford, Wyatt",694671,2025,573,118,70,25,1,22,0.241,0.431,0.344,0.775,35.9,14,48.4,102.369966744,95.79834863,26.3,43,"Langford","Wyatt","Wyatt Langford",0.12216404886562,0.043630017452007,0.00174520069808028,0.0383944153577661,"Medium (90–119 BPM)","Happy"
"Brandon Nimmo","Pump It Up","Endor","Pump It Up","pump it up","endor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nimmo, Brandon",607043,2025,652,154,102,27,0,25,0.262,0.436,0.324,0.76,29.7,8.8,50.2,102.56356141,95.897196556,23.8,47.2,"Nimmo","Brandon","Brandon Nimmo",0.156441717791411,0.0414110429447853,0,0.0383435582822086,"Fast (120+ BPM)","Happy"
"Joc Pederson","I'm So Blessed","CAIN","Rise Up","i'm so blessed","cain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pederson, Joc",592626,2025,306,48,28,10,1,9,0.181,0.328,0.285,0.613,28.4,9.5,44.8,101.989422727,95.472364192,25.2,44.3,"Pederson","Joc","Joc Pederson",0.0915032679738562,0.0326797385620915,0.00326797385620915,0.0294117647058824,"Fast (120+ BPM)","Happy"
"Corey Seager","You Broke My Heart","Drake","For All The Dogs Scary Hours Edition","you broke my heart","drake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seager, Corey",608369,2025,445,103,63,19,0,21,0.271,0.487,0.373,0.86,34.2,15.3,53.6,103.909205676,96.729058034,27.9,49.9,"Seager","Corey","Corey Seager",0.141573033707865,0.0426966292134831,0,0.0471910112359551,"Fast (120+ BPM)","Happy"
"Josh Smith","Gone Girl","Morgan Wallen","If I Know Me","gone girl","morgan wallen","Country","Morgan Wallen","Gone Girl","5x7Fb9wMOtxd7eZzQ9EzVd",50,0.286,0.529,163453,0.869,1.21e-06,"D",0.0899,-2.655,"Major",0.0413,172.073,"4/4",0.78,"Smith, Josh",669701,2025,563,124,89,23,2,10,0.251,0.366,0.335,0.701,33.8,5,31.1,97.379499592,92.713932653,19.6,45.5,"Smith","Josh","Josh Smith",0.158081705150977,0.0408525754884547,0.00355239786856128,0.0177619893428064,"Fast (120+ BPM)","Happy"
"Luisangel Acuña","ACHO PR","Bad Bunny","nadie sabe lo que va a pasar mañana","acho pr","bad bunny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acuña, Luisangel",682668,2025,193,41,34,7,0,0,0.234,0.274,0.293,0.567,29.8,1.4,35.5,99.435407273,93.76929803,22.3,49.1,"Acuña","Luisangel","Luisangel Acuña",0.176165803108808,0.0362694300518135,0,0,"Fast (120+ BPM)","Happy"
"Francisco Alvarez","MOLI","El Alfa","EL REY DEL DEMBOW","moli","el alfa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alvarez, Francisco",682626,2025,277,63,39,12,1,11,0.256,0.447,0.339,0.786,32.4,12.1,54.3,103.450256092,96.632659422,34.6,45.8,"Alvarez","Francisco","Francisco Alvarez",0.140794223826715,0.0433212996389892,0.0036101083032491,0.0397111913357401,"Fast (120+ BPM)","Happy"
"Brett Baty","luther (with sza)","Kendrick Lamar","GNX","luther (with sza)","kendrick lamar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baty, Brett",683146,2025,432,100,67,13,2,18,0.254,0.435,0.313,0.748,32.6,12.8,46.9,102.670454406,95.715246084,27.3,46.7,"Baty","Brett","Brett Baty",0.155092592592593,0.0300925925925926,0.00462962962962963,0.0416666666666667,"Fast (120+ BPM)","Happy"
"Francisco Lindor","White Horse","Chris Stapleton","White Horse","white horse","chris stapleton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindor, Francisco",596019,2025,732,172,106,35,0,31,0.267,0.466,0.346,0.812,34.6,8.8,44.4,100.755824319,94.874493626,20.8,47.7,"Lindor","Francisco","Francisco Lindor",0.144808743169399,0.0478142076502732,0,0.0423497267759563,"Fast (120+ BPM)","Happy"
"Ronny Mauricio","Lunatic Fringe","Red Rider","As Far As Siam","lunatic fringe","red rider","Rock","Red Rider","Lunatic Fringe","4rAnSE0E0f33unxXsQa5Fr",52,0.105,0.487,263067,0.464,0.00017,"E",0.0767,-13.494,"Major",0.0353,97.53,"4/4",0.214,"Mauricio, Ronny",677595,2025,184,38,26,6,0,6,0.226,0.369,0.293,0.662,28.1,8.8,43,101.786935,95.220553393,33.9,52.5,"Mauricio","Ronny","Ronny Mauricio",0.141304347826087,0.0326086956521739,0,0.0326086956521739,"Medium (90–119 BPM)","Sad"
"Jeff McNeil","Just the Two of Us","Grover Washington, Jr.","In the Name of Love: The Elektra Recordings 1979-1984","just the two of us","grover washington, jr.","Jazz","Grover Washington, Jr.","Just The Two Of Us","70AhDADPvD8cRhjfgBUjhZ",55,0.418,0.787,237667,0.326,0.0263,"C#",0.0514,-14.809,"Major",0.0835,95.892,"4/4",0.608,"McNeil, Jeff",643446,2025,462,97,59,21,5,12,0.243,0.411,0.335,0.746,38.9,5.1,32.9,97.362971437,92.810539654,16.6,52.9,"McNeil","Jeff","Jeff McNeil",0.127705627705628,0.0454545454545455,0.0108225108225108,0.025974025974026,"Medium (90–119 BPM)","Neutral"
"Marcus Semien","Loud and Heavy","Cody Jinks","Adobe Sessions","loud and heavy","cody jinks","Rock","Cody Jinks","Loud and Heavy","0SF38KDlXNLJAxbYyOMnCy",67,0.000531,0.502,229928,0.685,1.61e-06,"C",0.0923,-5.847,"Minor",0.0283,81.978,"4/4",0.574,"Semien, Marcus",543760,2025,534,108,76,16,1,15,0.23,0.364,0.305,0.669,35.8,6.7,35,98.284177358,93.274231455,22.6,49,"Semien","Marcus","Marcus Semien",0.142322097378277,0.0299625468164794,0.00187265917602996,0.0280898876404494,"Slow (<90 BPM)","Neutral"
"Hayden Senger","Graves Into Gardens","Brandon Lake","House Of Miracles","graves into gardens","brandon lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Senger, Hayden",663584,2025,78,13,12,1,0,0,0.181,0.194,0.221,0.415,28.8,3.8,38.5,99.78424,94.065760204,33.1,54.7,"Senger","Hayden","Hayden Senger",0.153846153846154,0.0128205128205128,0,0,"Fast (120+ BPM)","Happy"
"Juan Soto","Tokyo Drift (Fast & Furious) - From ""The Fast And The Furious: Tokyo Drift"" Soundtrack","Various Artists","The Fast And The Furious: Tokyo Drift (Original Motion Picture Soundtrack)","tokyo drift (fast & furious) - from ""the fast and the furious: tokyo drift"" soundtrack","various artists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soto, Juan",665742,2025,715,152,88,20,1,43,0.263,0.525,0.396,0.921,32.9,18.1,55.3,104.539509412,97.232619389,22.4,35.5,"Soto","Juan","Juan Soto",0.123076923076923,0.027972027972028,0.0013986013986014,0.0601398601398601,"Fast (120+ BPM)","Happy"
"Tyrone Taylor","Hold the Line","TOTO","Toto","hold the line","toto","Rock","Toto","Hold the Line","4aVuWgvD0X63hcOCnZtNFA",76,0.0397,0.494,235800,0.698,0.00634,"F#",0.152,-12.049,"Minor",0.0553,95.842,"4/4",0.778,"Taylor, Tyrone",621438,2025,341,69,46,18,3,2,0.223,0.319,0.279,0.598,40.6,3.8,35.1,98.271444237,93.188807331,22.7,49.1,"Taylor","Tyrone","Tyrone Taylor",0.134897360703812,0.0527859237536657,0.00879765395894428,0.00586510263929619,"Medium (90–119 BPM)","Happy"
"Luis Torrens","EoO","Bad Bunny","DeBÍ TiRAR MáS FOToS","eoo","bad bunny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Torrens, Luis",620443,2025,283,59,39,14,1,5,0.226,0.345,0.284,0.629,35.9,10.7,48.1,100.939072718,94.984531902,20.7,49.3,"Torrens","Luis","Luis Torrens",0.137809187279152,0.049469964664311,0.00353356890459364,0.0176678445229682,"Fast (120+ BPM)","Happy"
"Mark Vientos","Suave","Jey One, OG DETRUYELO","Suave","suave","jey one, og detruyelo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vientos, Mark",668901,2025,463,99,59,21,2,17,0.233,0.413,0.289,0.702,33.5,11.5,50.5,101.904334459,95.670780607,32.5,51.9,"Vientos","Mark","Mark Vientos",0.127429805615551,0.0453563714902808,0.00431965442764579,0.0367170626349892,"Fast (120+ BPM)","Happy"
"Jared Young","Qué Pasaría...","Rauw Alejandro, Bad Bunny","Qué Pasaría...","qué pasaría...","rauw alejandro, bad bunny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young, Jared",676724,2025,47,8,3,1,0,4,0.186,0.488,0.234,0.722,39.3,14.3,39.3,98.880852143,93.560503571,33,49,"Young","Jared","Jared Young",0.0638297872340425,0.0212765957446809,0,0.0851063829787234,"Fast (120+ BPM)","Happy"
"Xander Bogaerts","X Gon' Give It To Ya","DMX","The Definition Of X: Pick Of The Litter","x gon' give it to ya","dmx","Hip-Hop","DMX","X Gon' Give It To Ya","6uP0XLqjRqFx8HAfesdcAg",70,0.0295,0.501,219253,0.851,0,"A#",0.0775,-5.111,"Minor",0.292,95.058,"4/4",0.627,"Bogaerts, Xander",593428,2025,552,129,88,30,0,11,0.263,0.391,0.328,0.719,36.7,6.9,39.2,100.19021209,94.233073607,21.3,41.9,"Bogaerts","Xander","Xander Bogaerts",0.159420289855072,0.0543478260869565,0,0.0199275362318841,"Medium (90–119 BPM)","Neutral"
"Luis Campusano","Get It Sexyy","Sexyy Red","Get It Sexyy","get it sexyy","sexyy red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Campusano, Luis",669134,2025,27,0,0,0,0,0,0,0,0.222,0.222,0,0,30,96.979674,92.729879,38.6,34.9,"Campusano","Luis","Luis Campusano",0,0,0,0,"Fast (120+ BPM)","Happy"
"Freddy Fermin","El Incomprendido","Farruko, Victor Cardenas, Dj Adoni","El Incomprendido","el incomprendido","farruko, victor cardenas, dj adoni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fermin, Freddy",666023,2025,347,80,62,13,0,5,0.251,0.339,0.297,0.636,28.7,4.2,34.1,98.499082764,93.418854228,23.5,53.3,"Fermin","Freddy","Freddy Fermin",0.178674351585014,0.037463976945245,0,0.0144092219020173,"Fast (120+ BPM)","Happy"
"Ramón Laureano","","--","--","","--",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Laureano, Ramón",657656,2025,488,124,72,26,2,24,0.281,0.512,0.342,0.854,37.1,13.8,49.1,102.249268272,95.596059444,27.4,47.7,"Laureano","Ramón","Ramón Laureano",0.147540983606557,0.0532786885245902,0.00409836065573771,0.0491803278688525,"Fast (120+ BPM)","Happy"
"Jackson Merrill","jennifer - Live in Hanshin Koshien Stadium, 2022.11.05","Aimyon","AIMYON HIKIGATARI LIVE 2022 -Searchlight- in Hanshin Koshien Stadium","jennifer - live in hanshin koshien stadium, 2022.11.05","aimyon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Merrill, Jackson",701538,2025,483,116,69,25,6,16,0.264,0.457,0.317,0.774,42.6,13,42.9,100.742734371,94.664461796,27.1,58.4,"Merrill","Jackson","Jackson Merrill",0.142857142857143,0.05175983436853,0.0124223602484472,0.0331262939958592,"Fast (120+ BPM)","Happy"
"Gavin Sheets","Aguanile","Marc Anthony","Marc Anthony ""El Cantante"" OST","aguanile","marc anthony",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sheets, Gavin",657757,2025,545,124,76,28,1,19,0.252,0.429,0.317,0.746,38.8,9.5,46.5,101.199157732,94.955729845,23,44.7,"Sheets","Gavin","Gavin Sheets",0.139449541284404,0.0513761467889908,0.0018348623853211,0.0348623853211009,"Fast (120+ BPM)","Happy"
"Fernando Tatis Jr.","Wipe Me Down (feat. Foxx, Webbie & Boosie Badazz) - Remix","Trill Family, Boosie Badazz, Webbie","Survival Of The Fittest","wipe me down (feat. foxx, webbie & boosie badazz) - remix","trill family, boosie badazz, webbie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tatis Jr., Fernando",665487,2025,691,159,105,27,2,25,0.268,0.446,0.368,0.814,28.9,10.9,51.8,103.844166724,96.718358423,27,45.9,"Tatis Jr.","Fernando","Fernando Tatis Jr.",0.151953690303907,0.0390738060781476,0.00289435600578871,0.0361794500723589,"Fast (120+ BPM)","Happy"
"Will Wagner","La Diabla","Xavi","La Diabla","la diabla","xavi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wagner, Will",695238,2025,149,29,22,7,0,0,0.225,0.279,0.324,0.603,31.4,2,41.2,98.7454226,93.4040769,22.4,49.5,"Wagner","Will","Will Wagner",0.147651006711409,0.0469798657718121,0,0,"Fast (120+ BPM)","Happy"
"Blaze Alexander","sdp interlude","Travis Scott","Birds In The Trap Sing McKnight","sdp interlude","travis scott","Pop","Travis Scott","sdp interlude","4gh0ZnHzaTMT1sDga7Ek0N",62,0.599,0.507,191623,0.586,0.0544,"C",0.118,-8.15,"Minor",0.0586,108.164,"4/4",0.588,"Alexander, Blaze",677942,2025,266,53,33,12,1,7,0.23,0.383,0.323,0.706,35.8,12.8,43.2,100.976531667,94.769820208,31,47.4,"Alexander","Blaze","Blaze Alexander",0.12406015037594,0.0451127819548872,0.0037593984962406,0.0263157894736842,"Medium (90–119 BPM)","Neutral"
"Corbin Carroll","KRYPTONITE","Don Toliver","HARDSTONE PSYCHO","kryptonite","don toliver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carroll, Corbin",682998,2025,642,146,66,32,17,31,0.259,0.541,0.343,0.884,33.5,14.5,49.9,103.729438309,96.452659346,24.8,48.9,"Carroll","Corbin","Corbin Carroll",0.102803738317757,0.0498442367601246,0.0264797507788162,0.0482866043613707,"Fast (120+ BPM)","Happy"
